distance_km,mode,mode_code,hour_of_day,is_peak,transfers,fare_lkr
185.79,bus,2,17,1,1,946.0
105.95,train,3,17,1,1,671.0
5.24,tuk,1,18,1,0,755.0
70.04,train,3,5,0,0,540.0
0.78,walk,0,20,0,0,0.0
85.25,train,3,8,1,0,573.0
117.14,train,3,8,1,0,793.0
198.55,bus,2,18,1,0,1237.0
262.84,train,3,7,1,0,1395.0
291.9,train,3,1,0,0,1763.0
169.23,train,3,17,1,1,1148.0
15.42,bus,2,15,0,2,241.0
234.16,bus,2,13,0,1,1236.0
321.12,train,3,3,0,0,1466.0
13.03,tuk,1,15,0,0,1332.0
229.32,train,3,4,0,0,1110.0
10.17,tuk,1,13,0,0,1204.0
337.15,train,3,12,0,0,1982.0
1.12,walk,0,18,1,0,0.0
0.14,walk,0,23,0,0,0.0
56.54,taxi,4,4,0,0,8228.0
243.66,train,3,2,0,0,1483.0
80.65,train,3,13,0,1,512.0
85.53,taxi,4,22,0,0,13164.0
106.5,bus,2,3,0,0,676.0
11.04,tuk,1,11,0,0,1252.0
4.26,tuk,1,9,1,0,612.0
50.64,bus,2,7,1,0,319.0
3.71,tuk,1,15,0,0,542.0
332.61,train,3,7,1,0,1782.0
1.29,walk,0,11,0,0,0.0
4.97,tuk,1,20,0,0,644.0
8.86,tuk,1,9,1,0,995.0
4.38,tuk,1,0,0,0,618.0
3.75,tuk,1,21,0,0,492.0
60.53,bus,2,6,0,0,441.0
2.02,tuk,1,18,1,0,365.0
38.87,bus,2,18,1,0,233.0
239.25,train,3,12,0,0,1310.0
121.33,bus,2,2,0,0,688.0
83.89,bus,2,22,0,0,532.0
235.56,bus,2,16,0,0,1329.0
12.84,tuk,1,10,0,0,1385.0
10.44,tuk,1,20,0,0,1129.0
120.04,taxi,4,18,1,0,17872.0
19.88,bus,2,18,1,1,250.0
7.68,tuk,1,4,0,0,907.0
136.59,bus,2,15,0,1,970.0
154.82,train,3,6,0,0,1026.0
232.88,bus,2,1,0,0,1237.0
213.04,bus,2,8,1,0,1078.0
327.42,train,3,2,0,1,1754.0
231.38,bus,2,2,0,0,1526.0
194.63,bus,2,17,1,0,1095.0
15.05,tuk,1,12,0,0,1683.0
17.63,tuk,1,9,1,0,1850.0
64.54,taxi,4,4,0,0,9137.0
185.71,bus,2,18,1,1,1278.0
248.43,bus,2,15,0,1,1296.0
107.63,bus,2,14,0,0,546.0
1.63,walk,0,4,0,0,0.0
233.51,train,3,2,0,1,1329.0
11.74,tuk,1,2,0,0,1282.0
326.04,train,3,0,0,0,1483.0
157.92,bus,2,23,0,0,952.0
16.07,tuk,1,8,1,0,1966.0
1.49,walk,0,15,0,0,0.0
28.45,train,3,23,0,0,272.0
18.67,tuk,1,22,0,0,2228.0
1.2,walk,0,7,1,0,0.0
312.15,train,3,11,0,1,1690.0
25.39,bus,2,11,0,0,213.0
108.62,bus,2,0,0,0,596.0
19.53,tuk,1,18,1,0,2001.0
121.45,train,3,13,0,0,874.0
18.27,tuk,1,8,1,0,1928.0
0.8,tuk,1,13,0,0,247.0
16.86,tuk,1,17,1,0,2039.0
17.14,tuk,1,0,0,0,1853.0
0.53,tuk,1,15,0,0,232.0
1.38,walk,0,20,0,0,0.0
3.32,tuk,1,17,1,0,528.0
177.58,bus,2,14,0,0,1070.0
347.19,train,3,2,0,0,1964.0
0.15,walk,0,17,1,0,0.0
1.15,tuk,1,18,1,0,270.0
61.22,train,3,11,0,0,466.0
260.42,train,3,13,0,0,1219.0
116.16,bus,2,14,0,0,731.0
0.67,tuk,1,2,0,0,211.0
226.82,bus,2,6,0,0,1131.0
16.32,tuk,1,19,1,0,2017.0
10.68,tuk,1,23,0,0,1149.0
106.06,bus,2,6,0,0,671.0
211.49,bus,2,9,1,0,1088.0
195.92,bus,2,21,0,0,1075.0
160.1,bus,2,3,0,0,851.0
3.95,tuk,1,6,0,0,572.0
18.52,tuk,1,1,0,0,2172.0
302.74,train,3,5,0,0,1522.0
61.8,train,3,15,0,0,417.0
3.53,tuk,1,8,1,0,507.0
67.65,bus,2,23,0,0,499.0
11.72,tuk,1,21,0,0,1455.0
1.64,walk,0,21,0,0,0.0
235.15,train,3,17,1,1,1277.0
2.55,tuk,1,16,0,0,392.0
191.07,bus,2,12,0,1,1303.0
68.3,bus,2,23,0,0,407.0
6.06,tuk,1,2,0,0,715.0
1.84,walk,0,17,1,0,0.0
7.19,tuk,1,3,0,0,940.0
147.36,taxi,4,8,1,0,23134.0
133.85,bus,2,6,0,0,773.0
17.24,bus,2,14,0,0,169.0
0.48,walk,0,18,1,0,0.0
94.72,bus,2,1,0,0,643.0
0.52,walk,0,14,0,0,0.0
87.72,bus,2,5,0,1,501.0
279.7,train,3,1,0,0,1764.0
164.72,bus,2,10,0,0,1015.0
9.54,tuk,1,13,0,0,1087.0
1.4,walk,0,4,0,0,0.0
0.65,walk,0,9,1,0,0.0
157.7,bus,2,22,0,1,1046.0
224.36,train,3,8,1,2,1575.0
9.49,tuk,1,23,0,0,1150.0
140.43,bus,2,20,0,0,831.0
85.94,bus,2,8,1,0,470.0
0.23,walk,0,13,0,0,0.0
16.83,tuk,1,17,1,0,1763.0
14.55,tuk,1,11,0,0,1807.0
176.77,bus,2,9,1,0,980.0
218.7,bus,2,7,1,0,1216.0
220.65,train,3,3,0,0,1120.0
245.99,train,3,0,0,0,1145.0
312.44,train,3,8,1,0,1645.0
45.15,taxi,4,19,1,0,7346.0
297.96,train,3,5,0,0,1551.0
172.9,train,3,4,0,0,847.0
228.05,train,3,7,1,0,1180.0
262.64,train,3,14,0,0,1585.0
105.82,train,3,5,0,0,683.0
149.14,train,3,5,0,0,940.0
120.0,bus,2,2,0,0,770.0
61.64,bus,2,7,1,1,432.0
30.85,bus,2,5,0,0,203.0
278.15,train,3,19,1,1,1834.0
210.08,bus,2,21,0,0,1404.0
159.4,train,3,8,1,0,767.0
153.83,train,3,2,0,0,945.0
69.44,taxi,4,2,0,0,9986.0
17.17,tuk,1,7,1,0,1763.0
90.61,train,3,11,0,0,529.0
302.98,train,3,12,0,0,1287.0
229.88,train,3,7,1,0,1439.0
280.61,train,3,8,1,1,1358.0
74.18,bus,2,6,0,0,469.0
161.76,bus,2,12,0,0,946.0
8.22,tuk,1,16,0,0,1017.0
95.06,taxi,4,1,0,0,13535.0
12.02,tuk,1,11,0,0,1448.0
247.42,train,3,15,0,0,1415.0
271.14,train,3,16,0,0,1524.0
135.71,bus,2,13,0,0,852.0
15.24,tuk,1,12,0,0,1692.0
14.92,tuk,1,16,0,0,1786.0
337.0,train,3,9,1,0,1833.0
159.08,bus,2,13,0,0,896.0
1.98,walk,0,7,1,0,0.0
230.47,train,3,10,0,0,1361.0
11.9,tuk,1,2,0,0,1254.0
272.53,train,3,8,1,0,1222.0
9.06,tuk,1,3,0,0,1118.0
15.51,tuk,1,5,0,0,1928.0
1.59,walk,0,10,0,0,0.0
153.21,bus,2,12,0,0,957.0
16.71,bus,2,22,0,1,240.0
188.01,train,3,0,0,0,951.0
236.27,bus,2,21,0,0,1485.0
8.87,tuk,1,7,1,0,988.0
1.52,tuk,1,17,1,0,350.0
19.15,tuk,1,16,0,0,2076.0
140.79,train,3,23,0,0,913.0
9.03,tuk,1,2,0,0,1148.0
124.86,taxi,4,23,0,0,16938.0
18.98,tuk,1,1,0,0,2249.0
1.1,walk,0,21,0,0,0.0
16.66,tuk,1,15,0,0,1858.0
0.99,walk,0,11,0,0,0.0
42.03,train,3,9,1,0,302.0
51.88,bus,2,2,0,0,365.0
15.7,tuk,1,19,1,0,1837.0
158.76,bus,2,17,1,0,835.0
129.84,bus,2,22,0,0,659.0
305.1,train,3,17,1,0,1652.0
6.64,taxi,4,22,0,0,1495.0
6.29,bus,2,21,0,0,71.0
154.82,train,3,10,0,0,786.0
287.72,train,3,16,0,0,1539.0
87.76,bus,2,6,0,0,574.0
149.96,train,3,19,1,0,876.0
1.55,walk,0,14,0,0,0.0
103.52,train,3,10,0,0,656.0
102.99,taxi,4,15,0,0,15542.0
1.53,walk,0,6,0,0,0.0
36.36,train,3,14,0,0,307.0
199.05,train,3,11,0,1,973.0
10.77,tuk,1,7,1,0,1370.0
149.2,bus,2,23,0,0,780.0
108.9,train,3,1,0,0,652.0
104.01,taxi,4,18,1,0,16226.0
9.9,tuk,1,5,0,0,1079.0
17.6,tuk,1,5,0,0,1956.0
43.17,bus,2,3,0,1,361.0
0.94,tuk,1,2,0,0,250.0
4.17,tuk,1,2,0,0,612.0
0.85,walk,0,19,1,0,0.0
4.19,tuk,1,22,0,0,621.0
230.71,bus,2,14,0,0,1125.0
156.5,bus,2,0,0,2,982.0
145.77,bus,2,20,0,0,770.0
142.81,train,3,14,0,0,777.0
135.29,bus,2,12,0,0,752.0
2.64,tuk,1,22,0,0,455.0
0.85,walk,0,9,1,0,0.0
19.33,tuk,1,8,1,0,2201.0
0.51,tuk,1,18,1,0,220.0
10.77,tuk,1,12,0,0,1242.0
1.55,walk,0,17,1,0,0.0
18.53,tuk,1,16,0,0,2073.0
143.69,bus,2,20,0,0,930.0
84.79,bus,2,7,1,0,536.0
308.32,train,3,1,0,0,1797.0
288.84,train,3,11,0,0,1654.0
244.77,bus,2,15,0,0,1338.0
5.43,tuk,1,19,1,0,669.0
96.42,bus,2,6,0,0,521.0
0.46,walk,0,17,1,0,0.0
6.46,bus,2,19,1,2,178.0
95.74,bus,2,19,1,0,619.0
222.15,bus,2,19,1,0,1161.0
19.59,tuk,1,23,0,0,2287.0
103.6,bus,2,15,0,0,600.0
84.53,train,3,8,1,0,627.0
176.83,train,3,10,0,1,1144.0
230.64,bus,2,17,1,0,1315.0
125.57,bus,2,5,0,0,741.0
0.77,walk,0,14,0,0,0.0
255.36,train,3,13,0,0,1353.0
198.51,bus,2,15,0,1,1174.0
6.05,tuk,1,10,0,0,837.0
0.63,tuk,1,17,1,0,227.0
309.54,train,3,1,0,0,1793.0
188.04,bus,2,17,1,0,1105.0
119.38,bus,2,19,1,0,688.0
32.23,bus,2,21,0,1,302.0
237.59,bus,2,22,0,1,1326.0
181.09,bus,2,8,1,0,1173.0
11.25,tuk,1,1,0,0,1427.0
87.79,bus,2,15,0,1,494.0
110.03,bus,2,2,0,0,631.0
0.25,walk,0,6,0,0,0.0
190.08,train,3,16,0,0,1137.0
11.8,tuk,1,14,0,0,1243.0
159.8,bus,2,14,0,0,853.0
33.34,bus,2,18,1,0,221.0
201.61,bus,2,3,0,0,1211.0
78.12,bus,2,18,1,0,473.0
137.48,taxi,4,14,0,0,21408.0
226.9,bus,2,10,0,0,1147.0
89.13,train,3,11,0,0,604.0
46.13,train,3,12,0,0,360.0
15.63,tuk,1,13,0,0,1831.0
10.18,tuk,1,8,1,0,1192.0
21.77,bus,2,5,0,0,133.0
4.47,tuk,1,4,0,0,627.0
108.08,bus,2,8,1,0,657.0
205.68,bus,2,6,0,1,1390.0
150.82,bus,2,12,0,1,893.0
10.69,tuk,1,21,0,0,1134.0
68.86,train,3,2,0,0,454.0
9.49,bus,2,7,1,0,96.0
57.18,train,3,1,0,1,461.0
0.28,walk,0,23,0,0,0.0
10.41,bus,2,16,0,1,204.0
1.82,walk,0,5,0,0,0.0
224.5,bus,2,9,1,0,1213.0
10.75,tuk,1,17,1,0,1207.0
17.51,train,3,22,0,0,196.0
9.21,tuk,1,13,0,0,1145.0
13.41,bus,2,6,0,0,100.0
16.21,tuk,1,16,0,0,1744.0
230.26,bus,2,16,0,0,1432.0
44.26,bus,2,15,0,0,292.0
72.79,bus,2,1,0,1,542.0
9.29,tuk,1,16,0,0,1046.0
15.05,tuk,1,0,0,0,1749.0
19.36,tuk,1,21,0,0,2285.0
28.57,taxi,4,21,0,0,4669.0
241.26,bus,2,13,0,0,1364.0
1.03,walk,0,15,0,0,0.0
40.82,taxi,4,1,0,0,6841.0
1.82,walk,0,20,0,0,0.0
53.5,bus,2,6,0,0,352.0
345.32,train,3,6,0,0,1813.0
165.94,train,3,16,0,0,1034.0
209.91,train,3,22,0,1,1134.0
15.01,bus,2,11,0,0,175.0
62.89,taxi,4,12,0,0,9016.0
1.71,walk,0,13,0,0,0.0
143.85,taxi,4,6,0,0,21321.0
207.02,train,3,14,0,0,962.0
141.9,train,3,23,0,1,987.0
14.82,tuk,1,9,1,0,1648.0
8.2,tuk,1,18,1,0,951.0
210.87,bus,2,18,1,0,1171.0
164.1,bus,2,20,0,1,912.0
10.86,bus,2,17,1,0,87.0
134.82,train,3,22,0,0,688.0
219.49,bus,2,17,1,0,1136.0
7.44,tuk,1,23,0,0,870.0
179.37,bus,2,17,1,0,1010.0
6.13,tuk,1,20,0,0,824.0
14.01,tuk,1,21,0,0,1654.0
7.34,tuk,1,23,0,0,979.0
62.26,train,3,14,0,0,465.0
174.54,train,3,17,1,1,999.0
166.17,bus,2,23,0,0,1114.0
220.07,bus,2,9,1,1,1135.0
68.56,bus,2,2,0,0,421.0
227.4,train,3,21,0,0,1170.0
15.06,train,3,15,0,0,184.0
130.15,bus,2,10,0,0,698.0
325.5,train,3,17,1,1,1672.0
215.2,bus,2,0,0,0,1084.0
146.18,bus,2,11,0,2,906.0
176.43,train,3,6,0,0,915.0
204.77,bus,2,6,0,0,1253.0
135.16,bus,2,23,0,1,842.0
18.97,tuk,1,13,0,0,2239.0
154.86,bus,2,3,0,0,873.0
78.62,bus,2,8,1,1,487.0
239.51,bus,2,5,0,0,1146.0
68.74,bus,2,21,0,0,425.0
13.99,tuk,1,6,0,0,1740.0
274.0,train,3,8,1,0,1631.0
12.93,tuk,1,8,1,0,1652.0
260.4,train,3,4,0,0,1614.0
17.39,tuk,1,18,1,0,1889.0
82.17,bus,2,13,0,2,601.0
181.09,bus,2,10,0,0,1238.0
286.34,train,3,9,1,0,1442.0
1.73,tuk,1,16,0,0,317.0
163.75,train,3,2,0,1,1114.0
190.89,bus,2,22,0,0,1255.0
209.04,bus,2,13,0,0,1178.0
189.39,bus,2,5,0,0,911.0
0.56,walk,0,12,0,0,0.0
22.77,bus,2,20,0,0,195.0
2.13,tuk,1,4,0,0,378.0
5.4,tuk,1,12,0,0,679.0
96.3,bus,2,14,0,2,599.0
194.58,bus,2,19,1,0,1315.0
0.32,walk,0,13,0,0,0.0
1.47,walk,0,17,1,0,0.0
4.55,tuk,1,18,1,0,641.0
9.8,tuk,1,21,0,0,1122.0
36.1,bus,2,8,1,0,250.0
11.91,tuk,1,16,0,0,1343.0
348.93,train,3,5,0,0,2098.0
18.39,tuk,1,20,0,0,2108.0
0.63,walk,0,22,0,0,0.0
135.42,train,3,7,1,1,922.0
14.27,tuk,1,13,0,0,1468.0
182.18,bus,2,19,1,0,929.0
15.26,taxi,4,0,0,0,2578.0
60.98,train,3,16,0,0,419.0
226.91,train,3,19,1,0,1203.0
1.92,walk,0,20,0,0,0.0
197.41,bus,2,4,0,1,1363.0
70.78,taxi,4,18,1,0,11737.0
51.14,train,3,18,1,0,365.0
11.0,tuk,1,0,0,0,1356.0
82.48,bus,2,16,0,1,615.0
0.62,tuk,1,15,0,0,225.0
13.76,tuk,1,23,0,0,1488.0
210.32,bus,2,1,0,0,1308.0
5.86,tuk,1,23,0,0,749.0
12.59,tuk,1,13,0,0,1401.0
0.76,walk,0,6,0,0,0.0
222.38,bus,2,9,1,0,1225.0
14.65,tuk,1,18,1,0,1679.0
226.39,bus,2,23,0,1,1455.0
15.63,tuk,1,7,1,0,1648.0
83.41,taxi,4,23,0,0,11908.0
2.48,tuk,1,15,0,0,381.0
127.7,bus,2,4,0,2,760.0
9.16,tuk,1,14,0,0,1004.0
0.24,walk,0,19,1,0,0.0
18.45,tuk,1,1,0,0,2057.0
0.35,walk,0,1,0,0,0.0
2.25,tuk,1,0,0,0,368.0
146.0,bus,2,13,0,0,986.0
38.79,bus,2,1,0,0,295.0
1.25,walk,0,22,0,0,0.0
176.08,bus,2,3,0,0,1099.0
82.34,bus,2,1,0,0,461.0
6.77,tuk,1,6,0,0,933.0
182.78,bus,2,18,1,0,1089.0
1.53,walk,0,21,0,0,0.0
11.93,tuk,1,6,0,0,1295.0
247.9,bus,2,12,0,1,1327.0
34.19,taxi,4,18,1,0,5326.0
18.8,taxi,4,19,1,0,3524.0
45.85,taxi,4,3,0,0,7097.0
55.39,bus,2,20,0,1,373.0
0.67,walk,0,20,0,0,0.0
3.55,tuk,1,17,1,0,570.0
1.66,tuk,1,12,0,0,293.0
0.92,walk,0,9,1,0,0.0
1.4,walk,0,21,0,0,0.0
94.6,bus,2,20,0,0,556.0
15.61,tuk,1,12,0,0,1849.0
10.02,tuk,1,17,1,0,1292.0
253.03,train,3,9,1,0,1158.0
93.0,bus,2,17,1,0,614.0
201.02,train,3,2,0,0,1308.0
17.55,tuk,1,21,0,0,1936.0
123.05,bus,2,12,0,0,737.0
17.71,tuk,1,14,0,0,2101.0
5.05,bus,2,4,0,1,160.0
15.87,tuk,1,12,0,0,1881.0
13.99,tuk,1,0,0,0,1467.0
153.1,bus,2,21,0,0,1015.0
8.73,tuk,1,17,1,0,1127.0
13.58,tuk,1,10,0,0,1460.0
121.43,train,3,20,0,0,699.0
1.75,walk,0,19,1,0,0.0
9.42,bus,2,2,0,0,117.0
246.39,bus,2,1,0,1,1553.0
16.8,tuk,1,6,0,0,1841.0
78.68,bus,2,0,0,0,455.0
0.98,walk,0,13,0,0,0.0
15.66,train,3,12,0,0,152.0
8.35,tuk,1,12,0,0,1026.0
1.1,tuk,1,1,0,0,274.0
4.53,tuk,1,22,0,0,602.0
299.73,train,3,23,0,0,1748.0
112.79,train,3,14,0,0,622.0
239.54,train,3,0,0,0,1208.0
212.26,bus,2,9,1,1,1188.0
151.89,bus,2,17,1,1,821.0
130.29,bus,2,17,1,0,680.0
124.01,train,3,5,0,0,806.0
54.51,bus,2,19,1,0,357.0
147.95,bus,2,23,0,1,1063.0
10.49,bus,2,12,0,0,132.0
47.78,bus,2,9,1,0,305.0
12.63,tuk,1,12,0,0,1479.0
180.13,bus,2,0,0,0,1094.0
15.09,tuk,1,12,0,0,1776.0
26.54,train,3,0,0,0,254.0
78.59,bus,2,0,0,0,517.0
190.88,train,3,13,0,0,944.0
56.0,bus,2,12,0,1,403.0
235.88,train,3,23,0,0,1257.0
11.99,tuk,1,12,0,0,1380.0
200.28,train,3,23,0,0,1179.0
185.85,bus,2,19,1,0,1009.0
11.72,tuk,1,8,1,0,1349.0
15.76,tuk,1,22,0,0,1643.0
17.06,tuk,1,11,0,0,1989.0
90.84,bus,2,14,0,0,548.0
72.24,train,3,2,0,1,547.0
336.6,train,3,5,0,0,2115.0
151.48,bus,2,12,0,0,738.0
55.58,bus,2,6,0,1,399.0
237.06,bus,2,14,0,0,1182.0
298.36,train,3,1,0,0,1601.0
126.3,train,3,6,0,0,771.0
4.21,tuk,1,15,0,0,610.0
101.17,taxi,4,14,0,0,16266.0
20.06,bus,2,23,0,0,194.0
210.41,train,3,21,0,0,1282.0
44.73,taxi,4,19,1,0,6969.0
75.56,train,3,0,0,0,432.0
0.71,tuk,1,14,0,0,221.0
53.12,bus,2,5,0,0,325.0
19.92,tuk,1,6,0,0,2229.0
187.88,train,3,5,0,1,934.0
0.58,tuk,1,10,0,0,211.0
90.32,bus,2,2,0,0,577.0
113.74,train,3,12,0,0,668.0
7.21,tuk,1,3,0,0,871.0
98.59,bus,2,12,0,0,559.0
8.42,bus,2,15,0,0,74.0
68.84,bus,2,4,0,0,481.0
7.05,tuk,1,2,0,0,784.0
1.22,walk,0,19,1,0,0.0
159.73,bus,2,17,1,0,780.0
109.26,bus,2,6,0,0,629.0
108.24,bus,2,21,0,1,603.0
9.91,tuk,1,5,0,0,1167.0
31.76,bus,2,22,0,0,211.0
74.49,bus,2,2,0,0,428.0
0.73,tuk,1,15,0,0,243.0
171.12,train,3,0,0,0,847.0
17.21,tuk,1,4,0,0,1977.0
179.79,bus,2,9,1,1,1011.0
190.0,train,3,2,0,0,978.0
217.38,bus,2,10,0,1,1375.0
33.49,bus,2,5,0,0,277.0
1.26,walk,0,2,0,0,0.0
7.48,tuk,1,23,0,0,952.0
10.64,tuk,1,23,0,0,1127.0
159.22,train,3,23,0,0,1065.0
113.52,train,3,3,0,0,561.0
17.83,tuk,1,9,1,0,2179.0
15.3,tuk,1,7,1,0,1876.0
17.5,tuk,1,7,1,0,2203.0
186.77,bus,2,9,1,0,1264.0
112.4,bus,2,12,0,0,575.0
128.75,bus,2,11,0,0,786.0
317.36,train,3,7,1,1,1987.0
12.94,tuk,1,23,0,0,1540.0
124.08,bus,2,23,0,0,818.0
148.44,bus,2,7,1,1,821.0
2.57,tuk,1,5,0,0,413.0
23.65,train,3,12,0,0,186.0
1.93,walk,0,8,1,0,0.0
197.86,train,3,23,0,0,1111.0
104.75,train,3,10,0,0,688.0
213.59,train,3,0,0,0,1208.0
62.9,bus,2,3,0,1,477.0
17.14,tuk,1,1,0,0,1742.0
60.9,train,3,9,1,0,397.0
170.31,train,3,7,1,1,1002.0
60.32,bus,2,20,0,0,420.0
293.04,train,3,21,0,0,1430.0
15.77,tuk,1,3,0,0,1677.0
194.36,bus,2,22,0,0,999.0
116.51,train,3,14,0,0,665.0
19.48,tuk,1,7,1,0,2070.0
51.84,bus,2,9,1,0,424.0
42.31,taxi,4,10,0,0,6321.0
97.21,train,3,4,0,0,569.0
130.59,train,3,20,0,0,748.0
92.26,bus,2,0,0,1,613.0
9.47,taxi,4,1,0,0,1974.0
5.2,tuk,1,6,0,0,681.0
172.63,bus,2,3,0,0,908.0
21.85,bus,2,1,0,0,140.0
168.55,train,3,9,1,0,932.0
23.1,train,3,9,1,0,258.0
102.24,train,3,3,0,0,709.0
54.55,bus,2,19,1,0,387.0
57.33,bus,2,21,0,1,410.0
59.7,bus,2,17,1,0,395.0
138.87,bus,2,12,0,0,841.0
1.56,walk,0,22,0,0,0.0
51.53,bus,2,8,1,0,396.0
189.22,train,3,10,0,0,1233.0
267.16,train,3,0,0,1,1419.0
151.8,train,3,16,0,0,829.0
169.45,bus,2,2,0,0,807.0
33.71,bus,2,15,0,0,241.0
0.82,walk,0,18,1,0,0.0
206.32,bus,2,5,0,0,1063.0
208.13,bus,2,14,0,0,1079.0
4.5,tuk,1,7,1,0,682.0
1.77,walk,0,9,1,0,0.0
15.15,bus,2,12,0,1,169.0
67.83,bus,2,5,0,1,568.0
64.04,bus,2,19,1,0,388.0
5.13,tuk,1,9,1,0,694.0
18.52,bus,2,11,0,2,269.0
185.13,bus,2,19,1,0,1181.0
74.74,bus,2,5,0,0,471.0
238.51,bus,2,10,0,1,1428.0
0.83,walk,0,23,0,0,0.0
202.6,train,3,9,1,0,959.0
1.34,walk,0,2,0,0,0.0
249.06,bus,2,6,0,0,1490.0
17.51,tuk,1,22,0,0,1722.0
237.17,bus,2,18,1,0,1203.0
5.08,tuk,1,19,1,0,678.0
152.77,train,3,6,0,0,1021.0
43.76,bus,2,20,0,1,332.0
11.14,bus,2,9,1,2,259.0
5.12,tuk,1,19,1,0,713.0
0.65,walk,0,21,0,0,0.0
85.56,bus,2,4,0,0,480.0
6.18,bus,2,22,0,0,92.0
210.5,bus,2,15,0,0,1129.0
17.62,taxi,4,17,1,0,3267.0
153.5,train,3,18,1,0,834.0
90.17,taxi,4,4,0,0,14731.0
5.46,tuk,1,17,1,0,800.0
106.22,train,3,5,0,0,664.0
203.76,bus,2,6,0,0,1211.0
128.22,bus,2,2,0,0,768.0
128.86,taxi,4,4,0,0,18059.0
186.67,bus,2,23,0,1,1160.0
139.2,train,3,7,1,0,779.0
338.8,train,3,9,1,0,1734.0
14.41,tuk,1,11,0,0,1764.0
246.86,bus,2,17,1,0,1316.0
50.7,bus,2,13,0,0,312.0
313.21,train,3,12,0,0,1460.0
118.55,train,3,20,0,0,756.0
4.15,tuk,1,11,0,0,609.0
2.05,tuk,1,18,1,0,389.0
0.27,walk,0,21,0,0,0.0
74.53,bus,2,16,0,0,532.0
1.5,walk,0,0,0,0,0.0
349.87,train,3,6,0,0,1963.0
200.27,bus,2,14,0,0,1070.0
198.32,train,3,11,0,0,1000.0
3.46,tuk,1,6,0,0,555.0
148.57,bus,2,8,1,0,1031.0
13.43,tuk,1,1,0,0,1636.0
208.45,train,3,5,0,1,1419.0
18.42,tuk,1,18,1,0,2292.0
8.9,tuk,1,0,0,0,1086.0
3.61,tuk,1,20,0,0,510.0
152.35,train,3,8,1,0,1029.0
18.99,tuk,1,19,1,0,2161.0
33.9,bus,2,6,0,0,278.0
166.49,train,3,19,1,0,1000.0
227.42,train,3,13,0,0,1179.0
17.04,tuk,1,20,0,0,1766.0
1.48,walk,0,1,0,0,0.0
36.07,bus,2,19,1,0,222.0
9.86,tuk,1,6,0,0,1225.0
92.37,bus,2,8,1,0,482.0
31.06,bus,2,1,0,0,256.0
67.45,bus,2,22,0,0,458.0
0.91,tuk,1,15,0,0,209.0
85.87,bus,2,23,0,0,430.0
17.6,tuk,1,13,0,0,2016.0
193.35,bus,2,3,0,0,1160.0
0.65,walk,0,8,1,0,0.0
92.61,taxi,4,10,0,0,14787.0
236.95,bus,2,3,0,0,1269.0
4.09,tuk,1,22,0,0,553.0
1.64,walk,0,22,0,0,0.0
10.18,tuk,1,13,0,0,1102.0
3.2,tuk,1,14,0,0,447.0
10.08,tuk,1,16,0,0,1103.0
39.85,train,3,16,0,0,257.0
181.32,bus,2,1,0,0,1227.0
19.15,tuk,1,12,0,0,2296.0
76.69,bus,2,18,1,0,529.0
13.05,tuk,1,19,1,0,1645.0
101.48,taxi,4,14,0,0,13818.0
0.16,walk,0,21,0,0,0.0
45.94,train,3,14,0,0,359.0
249.49,train,3,9,1,0,1380.0
1.33,walk,0,10,0,0,0.0
11.03,tuk,1,16,0,0,1317.0
202.59,bus,2,21,0,0,1128.0
119.33,train,3,5,0,0,770.0
242.07,bus,2,7,1,0,1175.0
98.77,bus,2,15,0,0,541.0
155.54,train,3,18,1,0,892.0
343.73,train,3,9,1,0,2047.0
209.8,bus,2,15,0,0,1303.0
191.49,bus,2,0,0,1,1329.0
274.19,train,3,7,1,1,1465.0
18.48,tuk,1,22,0,0,2194.0
99.13,train,3,13,0,0,694.0
0.84,walk,0,20,0,0,0.0
10.22,tuk,1,5,0,0,1292.0
91.71,train,3,6,0,0,528.0
5.73,tuk,1,23,0,0,753.0
9.6,tuk,1,23,0,0,1157.0
3.29,tuk,1,21,0,0,474.0
227.4,bus,2,7,1,0,1496.0
343.06,train,3,19,1,1,1598.0
0.58,walk,0,11,0,0,0.0
1.12,walk,0,20,0,0,0.0
62.88,bus,2,20,0,0,433.0
91.3,taxi,4,10,0,0,14185.0
15.36,tuk,1,7,1,0,1805.0
142.83,taxi,4,23,0,0,20989.0
43.88,train,3,10,0,0,295.0
13.1,tuk,1,10,0,0,1357.0
257.37,train,3,15,0,0,1324.0
83.53,bus,2,22,0,0,508.0
200.23,bus,2,3,0,0,1281.0
103.44,bus,2,23,0,0,597.0
54.83,train,3,10,0,0,389.0
69.04,train,3,0,0,0,425.0
343.58,train,3,7,1,0,1931.0
58.55,taxi,4,11,0,0,8823.0
62.33,bus,2,16,0,0,326.0
165.53,train,3,13,0,0,966.0
190.59,train,3,3,0,1,980.0
9.2,tuk,1,11,0,0,1167.0
0.7,walk,0,5,0,0,0.0
222.56,bus,2,6,0,0,1232.0
78.52,train,3,17,1,0,599.0
15.98,tuk,1,19,1,0,1648.0
301.26,train,3,3,0,0,1836.0
0.47,walk,0,14,0,0,0.0
84.03,bus,2,10,0,0,420.0
15.95,bus,2,8,1,0,142.0
15.08,tuk,1,17,1,0,1879.0
333.61,train,3,5,0,0,1459.0
3.66,tuk,1,18,1,0,625.0
284.39,train,3,9,1,0,1519.0
15.58,tuk,1,2,0,0,1647.0
108.86,taxi,4,19,1,0,17213.0
